"customer_id","created_at","type","currency","transaction_name","transaction_amount","transaction_amount_usd"
"31971f3d2122bd54916202aca0c9fa50","2016-01-29 12:04:22",1,"ZAR","FiatDeposit",150,2632.70882123341
"31971f3d2122bd54916202aca0c9fa50","2016-01-29 12:27:34",15,"XBT","BuyBTC",0.01746,6.709878
"31971f3d2122bd54916202aca0c9fa50","2016-01-29 12:27:39",1,"XBT","SendBTC",-0.01746,-6.709878
"31971f3d2122bd54916202aca0c9fa50","2016-06-09 11:51:40",1,"ZAR","FiatDeposit",200,3152.99751988369
"31971f3d2122bd54916202aca0c9fa50","2016-06-09 12:45:07",15,"XBT","BuyBTC",0.01467,8.5442481
"31971f3d2122bd54916202aca0c9fa50","2016-06-09 12:48:50",1,"XBT","SendBTC",-0.01467,-8.5442481
"31971f3d2122bd54916202aca0c9fa50","2016-10-26 06:00:41",1,"ZAR","FiatDeposit",200,2833.28560447345
"31971f3d2122bd54916202aca0c9fa50","2016-10-26 06:07:08",15,"XBT","BuyBTC",0.00489,3.2443683
"31971f3d2122bd54916202aca0c9fa50","2016-11-06 09:39:47",1,"ZAR","FiatDeposit",300,4297.98946530116
"31971f3d2122bd54916202aca0c9fa50","2016-11-06 09:48:03",15,"XBT","BuyBTC",0.00738,5.2820874
