"customer_id","created_at","type","currency","transaction_name","transaction_amount","transaction_amount_usd"
"097ccc89932fadf7e995cc111d6a2e16","2016-02-25 02:54:52",1,"XBT","ReceiveBTC",0.0012,0.514032
"097ccc89932fadf7e995cc111d6a2e16","2016-02-25 03:41:30",1,"XBT","SendBTC",-0.001,-0.42665
"097ccc89932fadf7e995cc111d6a2e16","2016-02-26 14:22:40",1,"XBT","ReceiveBTC",0.01527,6.5552583
"097ccc89932fadf7e995cc111d6a2e16","2016-02-26 14:37:30",1,"XBT","SendBTC",-0.0154,-6.597976
"097ccc89932fadf7e995cc111d6a2e16","2016-02-29 07:53:28",1,"XBT","ReceiveBTC",0.002,0.87536
"097ccc89932fadf7e995cc111d6a2e16","2016-02-29 19:22:07",1,"XBT","ReceiveBTC",0.02873,12.5656401
"097ccc89932fadf7e995cc111d6a2e16","2016-02-29 21:18:32",1,"XBT","SendBTC",-0.0308,-13.464836
"097ccc89932fadf7e995cc111d6a2e16","2016-02-29 22:05:38",1,"XBT","ReceiveBTC",0.03507,15.3154197
"097ccc89932fadf7e995cc111d6a2e16","2016-02-29 22:15:44",1,"XBT","SendBTC",-0.03507,-15.3154197
"097ccc89932fadf7e995cc111d6a2e16","2016-02-29 23:03:24",1,"XBT","SendBTC",-0.00207,-0.9075708
"097ccc89932fadf7e995cc111d6a2e16","2016-03-04 03:19:38",1,"XBT","ReceiveBTC",0.00414,1.7570988
"097ccc89932fadf7e995cc111d6a2e16","2016-03-05 01:32:55",1,"XBT","ReceiveBTC",0.0616,25.087832
"097ccc89932fadf7e995cc111d6a2e16","2016-03-05 02:47:44",1,"XBT","ReceiveBTC",0.07014,28.6178214
"097ccc89932fadf7e995cc111d6a2e16","2016-03-05 02:58:20",1,"XBT","SendBTC",-0.13588,-55.4403988
"097ccc89932fadf7e995cc111d6a2e16","2016-03-11 05:11:45",1,"XBT","ReceiveBTC",0.006174,2.59721658
"097ccc89932fadf7e995cc111d6a2e16","2016-03-11 09:26:34",1,"XBT","SendBTC",-0.006174,-2.60937936
"097ccc89932fadf7e995cc111d6a2e16","2016-03-23 00:14:16",1,"XBT","ReceiveBTC",0.0001025,0.043061275
"097ccc89932fadf7e995cc111d6a2e16","2016-03-26 13:19:34",1,"XBT","ReceiveBTC",0.0004654,0.197101554
"097ccc89932fadf7e995cc111d6a2e16","2016-03-27 21:45:32",1,"XBT","ReceiveBTC",0.00013015,0.055519387
"097ccc89932fadf7e995cc111d6a2e16","2016-03-29 02:28:50",1,"XBT","SendBTC",-0.00069,-0.2945817
