"customer_id","created_at","type","currency","transaction_name","transaction_amount","transaction_amount_usd"
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-04-29 13:04:25",1,"XBT","ReceiveBTC",7e-04,0.317086
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-04-30 11:12:26",1,"XBT","SendBTC",-7e-04,-0.319683
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-04-30 12:07:50",1,"XBT","ReceiveBTC",7e-04,0.319543
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-04-30 17:55:07",1,"XBT","SendBTC",-7e-04,-0.316169
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-01 11:21:11",1,"XBT","ReceiveBTC",0.0019,0.864405
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-01 11:25:00",1,"XBT","SendBTC",-0.0019,-0.864405
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-03 05:04:43",1,"XBT","ReceiveBTC",0.0037,1.650015
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-03 09:28:01",1,"XBT","SendBTC",-0.003,-1.34688
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-03 09:31:41",1,"XBT","SendBTC",-7e-04,-0.314272
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-03 09:52:47",1,"XBT","ReceiveBTC",0.0047,2.116692
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-03 11:17:02",1,"XBT","SendBTC",-0.001,-0.45023
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-03 11:59:03",1,"XBT","SendBTC",-0.003,-1.35078
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-03 16:42:47",1,"XBT","SendBTC",-7e-04,-0.314825
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-12 04:59:55",1,"IDR","FiatDeposit",50000,662773818.949591
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-12 05:02:18",15,"XBT","BuyBTC",0.00462,2.1006216
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-12 05:04:54",1,"XBT","SendBTC",-0.004,-1.81872
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-12 05:39:19",1,"XBT","SendBTC",-0.00062,-0.2807794
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-13 10:53:18",1,"IDR","FiatDeposit",50000,659925028.332316
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-13 11:23:34",15,"XBT","BuyBTC",0.00463,2.1245681
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-13 11:24:48",1,"XBT","SendBTC",-0.0016,-0.734192
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-13 14:25:07",1,"XBT","SendBTC",-0.001,-0.45785
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-13 17:03:43",1,"XBT","SendBTC",-0.00203,-0.9314046
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-16 15:57:14",1,"XBT","ReceiveBTC",0.0072,3.313656
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-16 16:35:55",1,"XBT","SendBTC",-0.006,-2.75844
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-17 08:52:14",1,"XBT","SendBTC",-0.0012,-0.550416
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-21 01:58:22",1,"IDR","FiatDeposit",50000,628163210.462669
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-21 02:05:33",15,"XBT","BuyBTC",0.00462,2.0630148
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-21 02:07:49",1,"XBT","SendBTC",-0.0046,-2.054084
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-24 01:34:21",1,"IDR","FiatDeposit",1e+05,1363331545.06438
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-24 01:40:07",15,"XBT","BuyBTC",0.008,3.57888
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-24 01:42:09",1,"XBT","SendBTC",-0.008,-3.57888
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-24 12:00:01",1,"XBT","ReceiveBTC",0.0087,3.927267
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-24 12:07:26",14,"XBT","SellBTC",-0.0087,-3.927267
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-24 12:23:12",15,"XBT","BuyBTC",0.00848,3.8279568
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-25 01:35:46",1,"XBT","SendBTC",-0.0085,-3.82908
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-31 09:45:01",1,"IDR","FiatDeposit",1e+05,1397717488.87138
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-31 09:48:30",15,"XBT","BuyBTC",0.0074,4.039586
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-31 09:50:30",1,"XBT","SendBTC",-0.0024,-1.310136
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-05-31 11:35:09",1,"XBT","SendBTC",-0.005,-2.7152
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-04 01:48:30",1,"IDR","FiatDeposit",50000,677533626.782176
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-04 01:51:15",15,"XBT","BuyBTC",0.00364,2.0756372
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-04 01:53:55",1,"XBT","SendBTC",-0.0016,-0.913664
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-04 04:43:19",1,"XBT","SendBTC",-0.00204,-1.1661252
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-05 06:21:16",1,"IDR","FiatDeposit",50000,685777746.928576
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-05 06:22:59",15,"XBT","BuyBTC",0.00292,1.6827376
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-05 06:25:19",1,"XBT","SendBTC",-0.00292,-1.6827376
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-05 08:01:09",1,"XBT","ReceiveBTC",7e-04,0.405223
"9d4062d4227a3cd2e5ea3e6113e2f6ce","2016-06-05 08:18:04",1,"XBT","SendBTC",-7e-04,-0.405223
