"customer_id","created_at","type","currency","transaction_name","transaction_amount","transaction_amount_usd"
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-07 12:23:09",1,"XBT","ReceiveBTC",0.00917071,2.2570951452
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-09 14:29:54",1,"XBT","SendBTC",-0.00917,-2.2606801
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-14 07:34:06",1,"ZAR","FiatDeposit",500,7198.87511387492
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-14 07:40:15",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-14 10:42:26",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-14 11:01:11",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-14 11:17:14",15,"XBT","BuyBTC",0.06542,16.5106996
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-14 11:23:42",1,"XBT","SendBTC",-0.06542,-16.5106996
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-30 06:28:57",1,"ZAR","FiatDeposit",1000,14639.6671968677
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-30 06:41:49",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-30 06:44:41",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-30 06:54:19",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-30 07:34:43",15,"XBT","BuyBTC",0.11358,37.8607572
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-30 08:39:18",14,"XBT","SellBTC",-0.113,-37.62448
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-30 08:49:12",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-10-30 11:32:54",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 03:52:18",15,"XBT","BuyBTC",0.10744,33.6727704
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 04:35:39",4,"XBT","Ask",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 05:15:17",4,"XBT","Ask",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 05:22:46",6,"XBT","TradeSell",-0.10802,-34.5480366
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 05:27:19",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 05:36:25",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 05:43:58",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 06:56:46",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 08:53:40",7,"XBT","TradeBuy",0.108322,34.42798126
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 08:58:04",4,"XBT","Ask",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 08:58:04",6,"XBT","TradeSell",-0.003424,-1.08824992
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 08:58:04",24,"XBT","TradeAskFeeDebit",-3.40000000000062e-05,-0.010806220000002
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 08:58:08",6,"XBT","TradeSell",-0.103826,-32.99901758
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 09:00:20",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 09:03:16",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 09:32:24",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 10:03:30",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 10:21:15",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 10:33:24",4,"ZAR","Bid",0,0
"9cfe3731347f1b9a54f37d3cbd2e021f","2015-11-01 10:39:52",4,"ZAR","Bid",0,0
