"customer_id","created_at","type","currency","transaction_name","transaction_amount","transaction_amount_usd"
"85893e13c5acd5d9a66dae76be93f896","2015-09-05 02:14:57",1,"MYR","FiatDeposit",6000,25368.1710213777
"85893e13c5acd5d9a66dae76be93f896","2015-09-05 02:40:14",15,"XBT","BuyBTC",1.75215,405.7103325
"85893e13c5acd5d9a66dae76be93f896","2015-09-05 02:40:17",1,"XBT","SendBTC",-1.75215,-405.7103325
"85893e13c5acd5d9a66dae76be93f896","2015-09-05 06:44:54",15,"XBT","BuyBTC",1.74884,405.9757176
"85893e13c5acd5d9a66dae76be93f896","2015-09-05 06:45:07",1,"XBT","SendBTC",-1.74884,-405.9757176
"85893e13c5acd5d9a66dae76be93f896","2015-09-06 15:20:36",1,"XBT","ReceiveBTC",0.00505605,1.226799972
"85893e13c5acd5d9a66dae76be93f896","2015-09-07 13:10:43",14,"XBT","SellBTC",-0.00505605,-1.2260415645
"85893e13c5acd5d9a66dae76be93f896","2015-09-16 06:34:44",15,"XBT","BuyBTC",0.00477,1.1100744
"85893e13c5acd5d9a66dae76be93f896","2015-09-16 06:37:09",1,"XBT","SendBTC",-0.00477,-1.1100744
"85893e13c5acd5d9a66dae76be93f896","2015-09-17 07:09:08",1,"MYR","FiatDeposit",5150,22373.8641280831
"85893e13c5acd5d9a66dae76be93f896","2015-09-17 10:36:05",15,"XBT","BuyBTC",1.73094,399.5528802
"85893e13c5acd5d9a66dae76be93f896","2015-09-17 10:38:29",15,"XBT","BuyBTC",1.24014,286.2615162
"85893e13c5acd5d9a66dae76be93f896","2015-09-17 10:40:34",1,"XBT","SendBTC",-2.97108,-685.8143964
"85893e13c5acd5d9a66dae76be93f896","2015-10-27 08:19:12",1,"XBT","ReceiveBTC",1e-04,0.029175
"85893e13c5acd5d9a66dae76be93f896","2015-10-28 13:54:04",1,"XBT","ReceiveBTC",1e-04,0.030464
"85893e13c5acd5d9a66dae76be93f896","2015-11-10 01:34:13",1,"XBT","SendBTC",-1e-04,-0.037571
"85893e13c5acd5d9a66dae76be93f896","2015-11-13 22:51:24",1,"XBT","SendBTC",-1e-04,-0.033732
"85893e13c5acd5d9a66dae76be93f896","2016-04-04 10:37:13",1,"MYR","FiatDeposit",100,396.262657402357
"85893e13c5acd5d9a66dae76be93f896","2016-04-04 12:10:41",15,"XBT","BuyBTC",0.03357,14.106114
"85893e13c5acd5d9a66dae76be93f896","2016-04-04 23:56:36",1,"XBT","SendBTC",-0.006,-2.53386
"85893e13c5acd5d9a66dae76be93f896","2016-04-25 01:55:52",1,"XBT","SendBTC",-0.02757,-12.6287142
