"customer_id","created_at","type","currency","transaction_name","transaction_amount","transaction_amount_usd"
"66096744f41220a95d82f5e7e1dc6329","2016-04-14 20:13:30",1,"XBT","ReceiveBTC",0.00083897,0.3584415428
"66096744f41220a95d82f5e7e1dc6329","2016-04-15 19:58:28",1,"XBT","ReceiveBTC",0.00013008,0.0561841536
"66096744f41220a95d82f5e7e1dc6329","2016-04-16 21:34:38",1,"XBT","ReceiveBTC",0.00032309,0.1400498223
"66096744f41220a95d82f5e7e1dc6329","2016-04-21 12:55:59",1,"XBT","ReceiveBTC",0.00010049,0.044547217
"66096744f41220a95d82f5e7e1dc6329","2016-04-27 12:39:12",1,"XBT","SendBTC",-2e-04,-0.0929579999999999
"66096744f41220a95d82f5e7e1dc6329","2016-04-30 13:11:42",1,"XBT","ReceiveBTC",0.00014673,0.0669573008999999
"66096744f41220a95d82f5e7e1dc6329","2016-05-03 01:09:41",1,"XBT","ReceiveBTC",0.00010195,0.045288229
"66096744f41220a95d82f5e7e1dc6329","2016-05-05 03:45:59",1,"XBT","ReceiveBTC",0.00015183,0.0682916157000001
"66096744f41220a95d82f5e7e1dc6329","2016-05-12 21:18:55",1,"XBT","SendBTC",-5e-04,-0.227515
"66096744f41220a95d82f5e7e1dc6329","2016-05-30 18:05:42",1,"XBT","ReceiveBTC",0.00016,0.0860944
